InvoiceDate,Product,Category,UnitsSold,Revenue,PaymentMethod,CustomerSegment
2026-03-21,Everest Garam Masala (100g),Grocery,54,4590,Card,Regular
2026-03-22,Everest Garam Masala (100g),Grocery,59,5015,UPI,New
2026-03-23,Everest Garam Masala (100g),Grocery,104,8840,UPI,Premium
2026-03-24,Everest Garam Masala (100g),Grocery,120,10200,Card,New
2025-03-25,Fortune Soya Health Oil (1L),Grocery,169,24505,Card,Premium
2025-03-26,Fortune Soya Health Oil (1L),Grocery,190,27550,UPI,Regular
2025-03-27,Fortune Soya Health Oil (1L),Grocery,172,24940,UPI,Premium
2025-03-28,Fortune Soya Health Oil (1L),Grocery,74,10730,Card,New
2025-03-29,Fortune Soya Health Oil (1L),Grocery,69,10005,Cash,Premium
2025-03-30,Fortune Soya Health Oil (1L),Grocery,69,10005,Cash,New
2025-03-31,Fortune Soya Health Oil (1L),Grocery,67,9715,UPI,New
2025-04-01,Fortune Soya Health Oil (1L),Grocery,57,8265,Cash,Regular
2025-04-02,Fortune Soya Health Oil (1L),Grocery,64,9280,Cash,New
2025-04-03,Fortune Soya Health Oil (1L),Grocery,54,7830,Card,New
2025-04-04,Fortune Soya Health Oil (1L),Grocery,50,7250,Card,Premium
2025-04-05,Fortune Soya Health Oil (1L),Grocery,83,12035,Card,Premium
2025-04-06,Fortune Soya Health Oil (1L),Grocery,68,9860,Cash,Premium
2025-04-07,Fortune Soya Health Oil (1L),Grocery,57,8265,Cash,New
2025-04-08,Fortune Soya Health Oil (1L),Grocery,56,8120,Card,Regular
2025-04-09,Fortune Soya Health Oil (1L),Grocery,69,10005,Card,New
2025-04-10,Fortune Soya Health Oil (1L),Grocery,72,10440,Cash,Premium
2025-04-11,Fortune Soya Health Oil (1L),Grocery,58,8410,Card,Regular
2025-04-12,Fortune Soya Health Oil (1L),Grocery,77,11165,Card,Premium
2025-04-13,Fortune Soya Health Oil (1L),Grocery,84,12180,UPI,Premium
2025-04-14,Fortune Soya Health Oil (1L),Grocery,68,9860,Cash,Premium
2025-04-15,Fortune Soya Health Oil (1L),Grocery,65,9425,Cash,Regular
2025-04-16,Fortune Soya Health Oil (1L),Grocery,73,10585,Cash,New
2025-04-17,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,Premium
2025-04-18,Fortune Soya Health Oil (1L),Grocery,62,8990,UPI,New
2025-04-19,Fortune Soya Health Oil (1L),Grocery,83,12035,Card,New
2025-04-20,Fortune Soya Health Oil (1L),Grocery,90,13050,Cash,Regular
2025-04-21,Fortune Soya Health Oil (1L),Grocery,47,6815,UPI,New
2025-04-22,Fortune Soya Health Oil (1L),Grocery,80,11600,Card,Premium
2025-04-23,Fortune Soya Health Oil (1L),Grocery,67,9715,UPI,Premium
2025-04-24,Fortune Soya Health Oil (1L),Grocery,72,10440,Card,New
2025-04-25,Fortune Soya Health Oil (1L),Grocery,53,7685,Card,Regular
2025-04-26,Fortune Soya Health Oil (1L),Grocery,97,14065,Cash,Premium
2025-04-27,Fortune Soya Health Oil (1L),Grocery,82,11890,Card,New
2025-04-28,Fortune Soya Health Oil (1L),Grocery,54,7830,Card,Premium
2025-04-29,Fortune Soya Health Oil (1L),Grocery,87,12615,Cash,New
2025-04-30,Fortune Soya Health Oil (1L),Grocery,63,9135,UPI,New
2025-05-01,Fortune Soya Health Oil (1L),Grocery,51,7395,Card,New
2025-05-02,Fortune Soya Health Oil (1L),Grocery,57,8265,UPI,New
2025-05-03,Fortune Soya Health Oil (1L),Grocery,85,12325,UPI,New
2025-05-04,Fortune Soya Health Oil (1L),Grocery,96,13920,Cash,New
2025-05-05,Fortune Soya Health Oil (1L),Grocery,60,8700,Cash,Regular
2025-05-06,Fortune Soya Health Oil (1L),Grocery,50,7250,Cash,New
2025-05-07,Fortune Soya Health Oil (1L),Grocery,57,8265,Card,New
2025-05-08,Fortune Soya Health Oil (1L),Grocery,45,6525,Card,New
2025-05-09,Fortune Soya Health Oil (1L),Grocery,53,7685,Cash,New
2025-05-10,Fortune Soya Health Oil (1L),Grocery,66,9570,Card,Premium
2025-05-11,Fortune Soya Health Oil (1L),Grocery,79,11455,Card,Premium
2025-05-12,Fortune Soya Health Oil (1L),Grocery,49,7105,UPI,Premium
2025-05-13,Fortune Soya Health Oil (1L),Grocery,80,11600,Card,New
2025-05-14,Fortune Soya Health Oil (1L),Grocery,55,7975,UPI,New
2025-05-15,Fortune Soya Health Oil (1L),Grocery,52,7540,Card,Premium
2025-05-16,Fortune Soya Health Oil (1L),Grocery,64,9280,Cash,New
2025-05-17,Fortune Soya Health Oil (1L),Grocery,80,11600,UPI,Regular
2025-05-18,Fortune Soya Health Oil (1L),Grocery,67,9715,Card,Regular
2025-05-19,Fortune Soya Health Oil (1L),Grocery,65,9425,UPI,New
2025-05-20,Fortune Soya Health Oil (1L),Grocery,63,9135,Card,Premium
2025-05-21,Fortune Soya Health Oil (1L),Grocery,63,9135,UPI,Premium
2025-05-22,Fortune Soya Health Oil (1L),Grocery,63,9135,Card,New
2025-05-23,Fortune Soya Health Oil (1L),Grocery,54,7830,Cash,Regular
2025-05-24,Fortune Soya Health Oil (1L),Grocery,79,11455,Card,Regular
2025-05-25,Fortune Soya Health Oil (1L),Grocery,90,13050,Card,Premium
2025-05-26,Fortune Soya Health Oil (1L),Grocery,59,8555,Cash,New
2025-05-27,Fortune Soya Health Oil (1L),Grocery,71,10295,UPI,Regular
2025-05-28,Fortune Soya Health Oil (1L),Grocery,52,7540,Cash,Premium
2025-05-29,Fortune Soya Health Oil (1L),Grocery,44,6380,Card,Premium
2025-05-30,Fortune Soya Health Oil (1L),Grocery,56,8120,Cash,Premium
2025-05-31,Fortune Soya Health Oil (1L),Grocery,78,11310,UPI,Regular
2025-06-01,Fortune Soya Health Oil (1L),Grocery,81,11745,UPI,New
2025-06-02,Fortune Soya Health Oil (1L),Grocery,52,7540,Card,New
2025-06-03,Fortune Soya Health Oil (1L),Grocery,58,8410,UPI,Regular
2025-06-04,Fortune Soya Health Oil (1L),Grocery,53,7685,Card,Premium
2025-06-05,Fortune Soya Health Oil (1L),Grocery,40,5800,Card,Premium
2025-06-06,Fortune Soya Health Oil (1L),Grocery,63,9135,Cash,New
2025-06-07,Fortune Soya Health Oil (1L),Grocery,84,12180,Card,New
2025-06-08,Fortune Soya Health Oil (1L),Grocery,80,11600,UPI,Regular
2025-06-09,Fortune Soya Health Oil (1L),Grocery,66,9570,Cash,Regular
2025-06-10,Fortune Soya Health Oil (1L),Grocery,58,8410,Cash,New
2025-06-11,Fortune Soya Health Oil (1L),Grocery,56,8120,UPI,Regular
2025-06-12,Fortune Soya Health Oil (1L),Grocery,54,7830,Card,Premium
2025-06-13,Fortune Soya Health Oil (1L),Grocery,47,6815,Cash,Premium
2025-06-14,Fortune Soya Health Oil (1L),Grocery,86,12470,UPI,Premium
2025-06-15,Fortune Soya Health Oil (1L),Grocery,69,10005,Card,New
2025-06-16,Fortune Soya Health Oil (1L),Grocery,68,9860,UPI,New
2025-06-17,Fortune Soya Health Oil (1L),Grocery,75,10875,Cash,Regular
2025-06-18,Fortune Soya Health Oil (1L),Grocery,63,9135,Cash,Regular
2025-06-19,Fortune Soya Health Oil (1L),Grocery,56,8120,Card,Regular
2025-06-20,Fortune Soya Health Oil (1L),Grocery,61,8845,UPI,New
2025-06-21,Fortune Soya Health Oil (1L),Grocery,85,12325,Cash,New
2025-06-22,Fortune Soya Health Oil (1L),Grocery,77,11165,Cash,New
2025-06-23,Fortune Soya Health Oil (1L),Grocery,70,10150,Cash,Regular
2025-06-24,Fortune Soya Health Oil (1L),Grocery,63,9135,Cash,New
2025-06-25,Fortune Soya Health Oil (1L),Grocery,59,8555,Card,Premium
2025-06-26,Fortune Soya Health Oil (1L),Grocery,75,10875,UPI,Regular
2025-06-27,Fortune Soya Health Oil (1L),Grocery,54,7830,Card,Premium
2025-06-28,Fortune Soya Health Oil (1L),Grocery,94,13630,Card,New
2025-06-29,Fortune Soya Health Oil (1L),Grocery,63,9135,UPI,Premium
2025-06-30,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,New
2025-07-01,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,Regular
2025-07-02,Fortune Soya Health Oil (1L),Grocery,66,9570,UPI,Premium
2025-07-03,Fortune Soya Health Oil (1L),Grocery,78,11310,Card,Regular
2025-07-04,Fortune Soya Health Oil (1L),Grocery,71,10295,Cash,Premium
2025-07-05,Fortune Soya Health Oil (1L),Grocery,85,12325,Card,Premium
2025-07-06,Fortune Soya Health Oil (1L),Grocery,77,11165,Cash,Regular
2025-07-07,Fortune Soya Health Oil (1L),Grocery,63,9135,UPI,New
2025-07-08,Fortune Soya Health Oil (1L),Grocery,56,8120,Card,Regular
2025-07-09,Fortune Soya Health Oil (1L),Grocery,59,8555,Cash,New
2025-07-10,Fortune Soya Health Oil (1L),Grocery,44,6380,Cash,Premium
2025-07-11,Fortune Soya Health Oil (1L),Grocery,54,7830,Cash,New
2025-07-12,Fortune Soya Health Oil (1L),Grocery,76,11020,Cash,Premium
2025-07-13,Fortune Soya Health Oil (1L),Grocery,80,11600,Card,New
2025-07-14,Fortune Soya Health Oil (1L),Grocery,61,8845,Card,Regular
2025-07-15,Fortune Soya Health Oil (1L),Grocery,55,7975,Card,Premium
2025-07-16,Fortune Soya Health Oil (1L),Grocery,55,7975,Cash,New
2025-07-17,Fortune Soya Health Oil (1L),Grocery,65,9425,UPI,New
2025-07-18,Fortune Soya Health Oil (1L),Grocery,52,7540,Cash,New
2025-07-19,Fortune Soya Health Oil (1L),Grocery,80,11600,UPI,Regular
2025-07-20,Fortune Soya Health Oil (1L),Grocery,88,12760,Card,Premium
2025-07-21,Fortune Soya Health Oil (1L),Grocery,53,7685,Cash,Premium
2025-07-22,Fortune Soya Health Oil (1L),Grocery,74,10730,Card,Regular
2025-07-23,Fortune Soya Health Oil (1L),Grocery,44,6380,Cash,New
2025-07-24,Fortune Soya Health Oil (1L),Grocery,62,8990,UPI,New
2025-07-25,Fortune Soya Health Oil (1L),Grocery,65,9425,Cash,Premium
2025-07-26,Fortune Soya Health Oil (1L),Grocery,103,14935,Cash,New
2025-07-27,Fortune Soya Health Oil (1L),Grocery,82,11890,Cash,Premium
2025-07-28,Fortune Soya Health Oil (1L),Grocery,45,6525,Card,New
2025-07-29,Fortune Soya Health Oil (1L),Grocery,57,8265,Card,Regular
2025-07-30,Fortune Soya Health Oil (1L),Grocery,67,9715,Card,Premium
2025-07-31,Fortune Soya Health Oil (1L),Grocery,53,7685,Cash,New
2025-08-01,Fortune Soya Health Oil (1L),Grocery,60,8700,Card,Premium
2025-08-02,Fortune Soya Health Oil (1L),Grocery,89,12905,Card,Premium
2025-08-03,Fortune Soya Health Oil (1L),Grocery,92,13340,Cash,Premium
2025-08-04,Fortune Soya Health Oil (1L),Grocery,66,9570,Cash,New
2025-08-05,Fortune Soya Health Oil (1L),Grocery,53,7685,UPI,Regular
2025-08-06,Fortune Soya Health Oil (1L),Grocery,36,5220,Cash,Premium
2025-08-07,Fortune Soya Health Oil (1L),Grocery,47,6815,UPI,New
2025-08-08,Fortune Soya Health Oil (1L),Grocery,60,8700,Card,New
2025-08-09,Fortune Soya Health Oil (1L),Grocery,81,11745,Cash,Regular
2025-08-10,Fortune Soya Health Oil (1L),Grocery,92,13340,Card,New
2025-08-11,Fortune Soya Health Oil (1L),Grocery,48,6960,Cash,Premium
2025-08-12,Fortune Soya Health Oil (1L),Grocery,58,8410,Cash,Premium
2025-08-13,Fortune Soya Health Oil (1L),Grocery,165,23925,Cash,Premium
2025-08-14,Fortune Soya Health Oil (1L),Grocery,165,23925,Card,New
2025-08-15,Fortune Soya Health Oil (1L),Grocery,157,22765,Card,New
2025-08-16,Fortune Soya Health Oil (1L),Grocery,230,33350,Cash,New
2025-08-17,Fortune Soya Health Oil (1L),Grocery,231,33495,Card,Premium
2025-08-18,Fortune Soya Health Oil (1L),Grocery,53,7685,Card,Regular
2025-08-19,Fortune Soya Health Oil (1L),Grocery,65,9425,Cash,New
2025-08-20,Fortune Soya Health Oil (1L),Grocery,58,8410,Card,Premium
2025-08-21,Fortune Soya Health Oil (1L),Grocery,64,9280,Card,New
2025-08-22,Fortune Soya Health Oil (1L),Grocery,64,9280,Cash,Premium
2025-08-23,Fortune Soya Health Oil (1L),Grocery,92,13340,Card,Regular
2025-08-24,Fortune Soya Health Oil (1L),Grocery,89,12905,Card,New
2025-08-25,Fortune Soya Health Oil (1L),Grocery,42,6090,Cash,New
2025-08-26,Fortune Soya Health Oil (1L),Grocery,38,5510,Card,Regular
2025-08-27,Fortune Soya Health Oil (1L),Grocery,67,9715,Card,Premium
2025-08-28,Fortune Soya Health Oil (1L),Grocery,68,9860,UPI,Regular
2025-08-29,Fortune Soya Health Oil (1L),Grocery,49,7105,UPI,Regular
2025-08-30,Fortune Soya Health Oil (1L),Grocery,91,13195,Cash,New
2025-08-31,Fortune Soya Health Oil (1L),Grocery,89,12905,Card,Premium
2025-09-01,Fortune Soya Health Oil (1L),Grocery,49,7105,Cash,Regular
2025-09-02,Fortune Soya Health Oil (1L),Grocery,45,6525,Cash,New
2025-09-03,Fortune Soya Health Oil (1L),Grocery,68,9860,Card,New
2025-09-04,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,New
2025-09-05,Fortune Soya Health Oil (1L),Grocery,59,8555,Cash,New
2025-09-06,Fortune Soya Health Oil (1L),Grocery,86,12470,Cash,Premium
2025-09-07,Fortune Soya Health Oil (1L),Grocery,67,9715,Cash,Regular
2025-09-08,Fortune Soya Health Oil (1L),Grocery,62,8990,UPI,New
2025-09-09,Fortune Soya Health Oil (1L),Grocery,53,7685,UPI,Regular
2025-09-10,Fortune Soya Health Oil (1L),Grocery,55,7975,Cash,Regular
2025-09-11,Fortune Soya Health Oil (1L),Grocery,78,11310,UPI,Premium
2025-09-12,Fortune Soya Health Oil (1L),Grocery,63,9135,UPI,New
2025-09-13,Fortune Soya Health Oil (1L),Grocery,90,13050,Card,Premium
2025-09-14,Fortune Soya Health Oil (1L),Grocery,91,13195,Card,Premium
2025-09-15,Fortune Soya Health Oil (1L),Grocery,78,11310,UPI,Premium
2025-09-16,Fortune Soya Health Oil (1L),Grocery,64,9280,Cash,Premium
2025-09-17,Fortune Soya Health Oil (1L),Grocery,64,9280,Cash,New
2025-09-18,Fortune Soya Health Oil (1L),Grocery,60,8700,Cash,Regular
2025-09-19,Fortune Soya Health Oil (1L),Grocery,63,9135,UPI,New
2025-09-20,Fortune Soya Health Oil (1L),Grocery,88,12760,Card,Regular
2025-09-21,Fortune Soya Health Oil (1L),Grocery,98,14210,Card,New
2025-09-22,Fortune Soya Health Oil (1L),Grocery,63,9135,Card,Regular
2025-09-23,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,Regular
2025-09-24,Fortune Soya Health Oil (1L),Grocery,72,10440,Cash,New
2025-09-25,Fortune Soya Health Oil (1L),Grocery,62,8990,Card,Premium
2025-09-26,Fortune Soya Health Oil (1L),Grocery,57,8265,UPI,New
2025-09-27,Fortune Soya Health Oil (1L),Grocery,71,10295,Cash,Premium
2025-09-28,Fortune Soya Health Oil (1L),Grocery,82,11890,UPI,Premium
2025-09-29,Fortune Soya Health Oil (1L),Grocery,62,8990,Cash,Regular
2025-09-30,Fortune Soya Health Oil (1L),Grocery,59,8555,Cash,Premium
2025-10-01,Fortune Soya Health Oil (1L),Grocery,59,8555,UPI,Premium
2025-10-02,Fortune Soya Health Oil (1L),Grocery,66,9570,UPI,Regular
2025-10-03,Fortune Soya Health Oil (1L),Grocery,56,8120,Card,Premium
2025-10-04,Fortune Soya Health Oil (1L),Grocery,90,13050,UPI,Premium
2025-10-05,Fortune Soya Health Oil (1L),Grocery,77,11165,Cash,Premium
2025-10-06,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,Regular
2025-10-07,Fortune Soya Health Oil (1L),Grocery,73,10585,Card,Regular
2025-10-08,Fortune Soya Health Oil (1L),Grocery,50,7250,UPI,Regular
2025-10-09,Fortune Soya Health Oil (1L),Grocery,65,9425,UPI,Regular
2025-10-10,Fortune Soya Health Oil (1L),Grocery,61,8845,UPI,Regular
2025-10-11,Fortune Soya Health Oil (1L),Grocery,86,12470,Card,New
2025-10-12,Fortune Soya Health Oil (1L),Grocery,76,11020,UPI,New
2025-10-13,Fortune Soya Health Oil (1L),Grocery,48,6960,UPI,Regular
2025-10-14,Fortune Soya Health Oil (1L),Grocery,60,8700,UPI,Regular
2025-10-15,Fortune Soya Health Oil (1L),Grocery,61,8845,Card,Regular
2025-10-16,Fortune Soya Health Oil (1L),Grocery,60,8700,UPI,Premium
2025-10-17,Fortune Soya Health Oil (1L),Grocery,60,8700,Cash,Regular
2025-10-18,Fortune Soya Health Oil (1L),Grocery,78,11310,Card,Regular
2025-10-19,Fortune Soya Health Oil (1L),Grocery,92,13340,Card,Premium
2025-10-20,Fortune Soya Health Oil (1L),Grocery,57,8265,Cash,Premium
2025-10-21,Fortune Soya Health Oil (1L),Grocery,53,7685,Card,Premium
2025-10-22,Fortune Soya Health Oil (1L),Grocery,75,10875,Cash,Regular
2025-10-23,Fortune Soya Health Oil (1L),Grocery,75,10875,Cash,Regular
2025-10-24,Fortune Soya Health Oil (1L),Grocery,51,7395,Cash,Regular
2025-10-25,Fortune Soya Health Oil (1L),Grocery,97,14065,Card,Premium
2025-10-26,Fortune Soya Health Oil (1L),Grocery,73,10585,Cash,Regular
2025-10-27,Fortune Soya Health Oil (1L),Grocery,55,7975,Cash,Regular
2025-10-28,Fortune Soya Health Oil (1L),Grocery,36,5220,Card,New
2025-10-29,Fortune Soya Health Oil (1L),Grocery,65,9425,UPI,Premium
2025-10-30,Fortune Soya Health Oil (1L),Grocery,60,8700,Cash,Premium
2025-10-31,Fortune Soya Health Oil (1L),Grocery,68,9860,UPI,Regular
2025-11-01,Fortune Soya Health Oil (1L),Grocery,81,11745,Cash,Premium
2025-11-02,Fortune Soya Health Oil (1L),Grocery,89,12905,Cash,Regular
2025-11-03,Fortune Soya Health Oil (1L),Grocery,60,8700,Card,New
2025-11-04,Fortune Soya Health Oil (1L),Grocery,44,6380,UPI,Regular
2025-11-05,Fortune Soya Health Oil (1L),Grocery,64,9280,UPI,New
2025-11-06,Fortune Soya Health Oil (1L),Grocery,59,8555,Card,Premium
2025-11-07,Fortune Soya Health Oil (1L),Grocery,46,6670,Cash,Regular
2025-11-08,Fortune Soya Health Oil (1L),Grocery,239,34655,UPI,Regular
2025-11-09,Fortune Soya Health Oil (1L),Grocery,242,35090,Card,Premium
2025-11-10,Fortune Soya Health Oil (1L),Grocery,157,22765,UPI,New
2025-11-11,Fortune Soya Health Oil (1L),Grocery,161,23345,Cash,New
2025-11-12,Fortune Soya Health Oil (1L),Grocery,157,22765,Card,Premium
2025-11-13,Fortune Soya Health Oil (1L),Grocery,59,8555,Cash,Regular
2025-11-14,Fortune Soya Health Oil (1L),Grocery,67,9715,UPI,Premium
2025-11-15,Fortune Soya Health Oil (1L),Grocery,98,14210,Cash,Premium
2025-11-16,Fortune Soya Health Oil (1L),Grocery,69,10005,UPI,New
2025-11-17,Fortune Soya Health Oil (1L),Grocery,48,6960,Card,Premium
2025-11-18,Fortune Soya Health Oil (1L),Grocery,50,7250,Cash,Regular
2025-11-19,Fortune Soya Health Oil (1L),Grocery,66,9570,UPI,New
2025-11-20,Fortune Soya Health Oil (1L),Grocery,54,7830,UPI,Premium
2025-11-21,Fortune Soya Health Oil (1L),Grocery,60,8700,Card,New
2025-11-22,Fortune Soya Health Oil (1L),Grocery,69,10005,Cash,Premium
2025-11-23,Fortune Soya Health Oil (1L),Grocery,87,12615,Cash,Regular
2025-11-24,Fortune Soya Health Oil (1L),Grocery,59,8555,UPI,Regular
2025-11-25,Fortune Soya Health Oil (1L),Grocery,52,7540,Card,New
2025-11-26,Fortune Soya Health Oil (1L),Grocery,78,11310,Cash,Regular
2025-11-27,Fortune Soya Health Oil (1L),Grocery,70,10150,Card,Regular
2025-11-28,Fortune Soya Health Oil (1L),Grocery,64,9280,Card,Premium
2025-11-29,Fortune Soya Health Oil (1L),Grocery,82,11890,Card,Premium
2025-11-30,Fortune Soya Health Oil (1L),Grocery,94,13630,Cash,New
2025-12-01,Fortune Soya Health Oil (1L),Grocery,56,8120,UPI,Premium
2025-12-02,Fortune Soya Health Oil (1L),Grocery,68,9860,UPI,Premium
2025-12-03,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,New
2025-12-04,Fortune Soya Health Oil (1L),Grocery,53,7685,UPI,New
2025-12-05,Fortune Soya Health Oil (1L),Grocery,62,8990,UPI,Premium
2025-12-06,Fortune Soya Health Oil (1L),Grocery,81,11745,UPI,New
2025-12-07,Fortune Soya Health Oil (1L),Grocery,72,10440,Card,Regular
2025-12-08,Fortune Soya Health Oil (1L),Grocery,55,7975,UPI,Premium
2025-12-09,Fortune Soya Health Oil (1L),Grocery,68,9860,Card,New
2025-12-10,Fortune Soya Health Oil (1L),Grocery,48,6960,UPI,New
2025-12-11,Fortune Soya Health Oil (1L),Grocery,75,10875,Card,Regular
2025-12-12,Fortune Soya Health Oil (1L),Grocery,75,10875,UPI,New
2025-12-13,Fortune Soya Health Oil (1L),Grocery,87,12615,Cash,New
2025-12-14,Fortune Soya Health Oil (1L),Grocery,87,12615,Cash,New
2025-12-15,Fortune Soya Health Oil (1L),Grocery,49,7105,Card,Regular
2025-12-16,Fortune Soya Health Oil (1L),Grocery,61,8845,Card,New
2025-12-17,Fortune Soya Health Oil (1L),Grocery,54,7830,Card,New
2025-12-18,Fortune Soya Health Oil (1L),Grocery,60,8700,UPI,Regular
2025-12-19,Fortune Soya Health Oil (1L),Grocery,68,9860,Card,Regular
2025-12-20,Fortune Soya Health Oil (1L),Grocery,66,9570,Card,New
2025-12-21,Fortune Soya Health Oil (1L),Grocery,94,13630,UPI,Premium
2025-12-22,Fortune Soya Health Oil (1L),Grocery,73,10585,UPI,Premium
2025-12-23,Fortune Soya Health Oil (1L),Grocery,161,23345,Card,Regular
2025-12-24,Fortune Soya Health Oil (1L),Grocery,168,24360,Card,Regular
2025-12-25,Fortune Soya Health Oil (1L),Grocery,162,23490,UPI,Premium
2025-12-26,Fortune Soya Health Oil (1L),Grocery,166,24070,Card,Premium
2025-12-27,Fortune Soya Health Oil (1L),Grocery,229,33205,Card,New
2025-12-28,Fortune Soya Health Oil (1L),Grocery,81,11745,Cash,Regular
2025-12-29,Fortune Soya Health Oil (1L),Grocery,57,8265,UPI,Regular
2025-12-30,Fortune Soya Health Oil (1L),Grocery,70,10150,Card,Regular
2025-12-31,Fortune Soya Health Oil (1L),Grocery,53,7685,Cash,Premium
2026-01-01,Fortune Soya Health Oil (1L),Grocery,62,8990,Cash,Regular
2026-01-02,Fortune Soya Health Oil (1L),Grocery,68,9860,UPI,Regular
2026-01-03,Fortune Soya Health Oil (1L),Grocery,87,12615,UPI,Regular
2026-01-04,Fortune Soya Health Oil (1L),Grocery,74,10730,UPI,Regular
2026-01-05,Fortune Soya Health Oil (1L),Grocery,51,7395,Card,New
2026-01-06,Fortune Soya Health Oil (1L),Grocery,67,9715,Card,New
2026-01-07,Fortune Soya Health Oil (1L),Grocery,55,7975,Card,Regular
2026-01-08,Fortune Soya Health Oil (1L),Grocery,55,7975,Card,New
2026-01-09,Fortune Soya Health Oil (1L),Grocery,64,9280,UPI,Premium
2026-01-10,Fortune Soya Health Oil (1L),Grocery,90,13050,UPI,Premium
2026-01-11,Fortune Soya Health Oil (1L),Grocery,79,11455,UPI,Regular
2026-01-12,Fortune Soya Health Oil (1L),Grocery,69,10005,UPI,New
2026-01-13,Fortune Soya Health Oil (1L),Grocery,69,10005,Card,Premium
2026-01-14,Fortune Soya Health Oil (1L),Grocery,62,8990,Cash,New
2026-01-15,Fortune Soya Health Oil (1L),Grocery,49,7105,UPI,Regular
2026-01-16,Fortune Soya Health Oil (1L),Grocery,61,8845,Cash,Premium
2026-01-17,Fortune Soya Health Oil (1L),Grocery,78,11310,UPI,Regular
2026-01-18,Fortune Soya Health Oil (1L),Grocery,88,12760,UPI,Premium
2026-01-19,Fortune Soya Health Oil (1L),Grocery,66,9570,Cash,New
2026-01-20,Fortune Soya Health Oil (1L),Grocery,60,8700,Card,New
2026-01-21,Fortune Soya Health Oil (1L),Grocery,72,10440,UPI,Regular
2026-01-22,Fortune Soya Health Oil (1L),Grocery,65,9425,Cash,Regular
2026-01-23,Fortune Soya Health Oil (1L),Grocery,70,10150,Card,Premium
2026-01-24,Fortune Soya Health Oil (1L),Grocery,246,35670,Card,Regular
2026-01-25,Fortune Soya Health Oil (1L),Grocery,234,33930,Cash,New
2026-01-26,Fortune Soya Health Oil (1L),Grocery,166,24070,Cash,Regular
2026-01-27,Fortune Soya Health Oil (1L),Grocery,165,23925,Cash,Regular
2026-01-28,Fortune Soya Health Oil (1L),Grocery,167,24215,UPI,Regular
2026-01-29,Fortune Soya Health Oil (1L),Grocery,60,8700,Cash,New
2026-01-30,Fortune Soya Health Oil (1L),Grocery,72,10440,UPI,Regular
2026-01-31,Fortune Soya Health Oil (1L),Grocery,84,12180,Cash,New
2026-02-01,Fortune Soya Health Oil (1L),Grocery,88,12760,Card,Premium
2026-02-02,Fortune Soya Health Oil (1L),Grocery,55,7975,Cash,New
2026-02-03,Fortune Soya Health Oil (1L),Grocery,57,8265,Card,Premium
2026-02-04,Fortune Soya Health Oil (1L),Grocery,60,8700,Card,Regular
2026-02-05,Fortune Soya Health Oil (1L),Grocery,60,8700,Cash,Regular
2026-02-06,Fortune Soya Health Oil (1L),Grocery,71,10295,UPI,Regular
2026-02-07,Fortune Soya Health Oil (1L),Grocery,89,12905,UPI,Regular
2026-02-08,Fortune Soya Health Oil (1L),Grocery,81,11745,UPI,Premium
2026-02-09,Fortune Soya Health Oil (1L),Grocery,45,6525,UPI,New
2026-02-10,Fortune Soya Health Oil (1L),Grocery,41,5945,Cash,New
2026-02-11,Fortune Soya Health Oil (1L),Grocery,53,7685,Cash,Premium
2026-02-12,Fortune Soya Health Oil (1L),Grocery,62,8990,Card,New
2026-02-13,Fortune Soya Health Oil (1L),Grocery,41,5945,Card,New
2026-02-14,Fortune Soya Health Oil (1L),Grocery,80,11600,Cash,Regular
2026-02-15,Fortune Soya Health Oil (1L),Grocery,92,13340,Card,Premium
2026-02-16,Fortune Soya Health Oil (1L),Grocery,52,7540,Cash,Regular
2026-02-17,Fortune Soya Health Oil (1L),Grocery,50,7250,Cash,Premium
2026-02-18,Fortune Soya Health Oil (1L),Grocery,53,7685,Card,Regular
2026-02-19,Fortune Soya Health Oil (1L),Grocery,53,7685,Card,Premium
2026-02-20,Fortune Soya Health Oil (1L),Grocery,73,10585,Cash,New
2026-02-21,Fortune Soya Health Oil (1L),Grocery,81,11745,Card,New
2026-02-22,Fortune Soya Health Oil (1L),Grocery,73,10585,Card,Premium
2026-02-23,Fortune Soya Health Oil (1L),Grocery,62,8990,UPI,Premium
2026-02-24,Fortune Soya Health Oil (1L),Grocery,69,10005,Cash,Premium
2026-02-25,Fortune Soya Health Oil (1L),Grocery,66,9570,UPI,Premium
2026-02-26,Fortune Soya Health Oil (1L),Grocery,41,5945,Card,New
2026-02-27,Fortune Soya Health Oil (1L),Grocery,63,9135,Cash,New
2026-02-28,Fortune Soya Health Oil (1L),Grocery,77,11165,Card,New
2026-03-01,Fortune Soya Health Oil (1L),Grocery,87,12615,Cash,New
2026-03-02,Fortune Soya Health Oil (1L),Grocery,65,9425,Card,Regular
2026-03-03,Fortune Soya Health Oil (1L),Grocery,62,8990,UPI,New
2026-03-04,Fortune Soya Health Oil (1L),Grocery,68,9860,Cash,Regular
