Date,Product_Name,Sales_Units,Price_per_Unit,Store_Location
2025-11-29,Amul Butter (500g),89,211.0477107598732,Mumbai Central
2025-11-30,Amul Butter (500g),85,197.52036806838407,Mumbai Central
2025-12-01,Amul Butter (500g),78,124.36006277989317,Mumbai Central
2025-12-02,Amul Butter (500g),78,352.48996487240544,Mumbai Central
2025-12-03,Amul Butter (500g),73,432.4049640694003,Mumbai Central
2025-12-04,Amul Butter (500g),59,111.89829035580908,Mumbai Central
2025-12-05,Amul Butter (500g),71,216.93851994662268,Mumbai Central
2025-12-06,Amul Butter (500g),83,468.2840804484478,Mumbai Central
2025-12-07,Amul Butter (500g),87,226.44623242175405,Mumbai Central
2025-12-08,Amul Butter (500g),63,476.44675082860147,Mumbai Central
2025-12-09,Amul Butter (500g),54,263.2457660898955,Mumbai Central
2025-12-10,Amul Butter (500g),66,189.7300497606291,Mumbai Central
2025-12-11,Amul Butter (500g),72,434.2821073765852,Mumbai Central
2025-12-12,Amul Butter (500g),65,392.6740735108801,Mumbai Central
2025-12-13,Amul Butter (500g),100,235.94378828622962,Mumbai Central
2025-12-14,Amul Butter (500g),88,235.09340837055598,Mumbai Central
2025-12-15,Amul Butter (500g),67,201.25037274667804,Mumbai Central
2025-12-16,Amul Butter (500g),63,70.12926782452163,Mumbai Central
2025-12-17,Amul Butter (500g),70,276.42798931402626,Mumbai Central
2025-12-18,Amul Butter (500g),75,202.60371600322455,Mumbai Central
2025-12-19,Amul Butter (500g),65,276.8433193721812,Mumbai Central
2025-12-20,Amul Butter (500g),91,111.96574209310059,Mumbai Central
2025-12-21,Amul Butter (500g),91,170.1533536134645,Mumbai Central
2025-12-22,Amul Butter (500g),56,237.59901240360222,Mumbai Central
2025-12-23,Amul Butter (500g),74,274.94776165525616,Mumbai Central
2025-12-24,Amul Butter (500g),68,109.6455547262519,Mumbai Central
2025-12-25,Amul Butter (500g),67,484.16327745120657,Mumbai Central
2025-12-26,Amul Butter (500g),77,108.73498816636022,Mumbai Central
2025-12-27,Amul Butter (500g),100,232.7437961873377,Mumbai Central
2025-12-28,Amul Butter (500g),72,470.6851857488432,Mumbai Central
2025-12-29,Amul Butter (500g),61,453.25421973543047,Mumbai Central
2025-12-30,Amul Butter (500g),63,84.46782875717253,Mumbai Central
2025-12-31,Amul Butter (500g),67,252.3157204385711,Mumbai Central
2026-01-01,Amul Butter (500g),71,409.8789458001974,Mumbai Central
2026-01-02,Amul Butter (500g),61,196.6482228754057,Mumbai Central
2026-01-03,Amul Butter (500g),89,270.688862297511,Mumbai Central
2026-01-04,Amul Butter (500g),96,209.31166235373937,Mumbai Central
2026-01-05,Amul Butter (500g),67,189.47473136501964,Mumbai Central
2026-01-06,Amul Butter (500g),64,232.39396591104045,Mumbai Central
2026-01-07,Amul Butter (500g),81,73.43243672508643,Mumbai Central
2026-01-08,Amul Butter (500g),76,275.85293825641963,Mumbai Central
2026-01-09,Amul Butter (500g),80,280.95373771246443,Mumbai Central
2026-01-10,Amul Butter (500g),98,272.5830960569801,Mumbai Central
2026-01-11,Amul Butter (500g),80,350.26280661168227,Mumbai Central
2026-01-12,Amul Butter (500g),70,248.55990431113656,Mumbai Central
2026-01-13,Amul Butter (500g),74,447.83391835780736,Mumbai Central
2026-01-14,Amul Butter (500g),87,392.4301829560851,Mumbai Central
2026-01-15,Amul Butter (500g),83,267.97687961918393,Mumbai Central
2026-01-16,Amul Butter (500g),64,306.371176696955,Mumbai Central
2026-01-17,Amul Butter (500g),95,66.5453549380922,Mumbai Central
2026-01-18,Amul Butter (500g),97,145.49232554904046,Mumbai Central
2026-01-19,Amul Butter (500g),79,263.5054945803199,Mumbai Central
2026-01-20,Amul Butter (500g),65,351.8941844600983,Mumbai Central
2026-01-21,Amul Butter (500g),83,51.71444474351146,Mumbai Central
2026-01-22,Amul Butter (500g),81,480.01972207134475,Mumbai Central
2026-01-23,Amul Butter (500g),171,66.84764810666344,Mumbai Central
2026-01-24,Amul Butter (500g),226,84.68553840494974,Mumbai Central
2026-01-25,Amul Butter (500g),228,140.98926313862955,Mumbai Central
2026-01-26,Amul Butter (500g),165,401.0250623263264,Mumbai Central
2026-01-27,Amul Butter (500g),164,420.3869355155465,Mumbai Central
2026-01-28,Amul Butter (500g),185,445.3240596590527,Mumbai Central
2026-01-29,Amul Butter (500g),174,413.75602067086135,Mumbai Central
2026-01-30,Amul Butter (500g),71,220.58534553246673,Mumbai Central
2026-01-31,Amul Butter (500g),88,293.6092894331696,Mumbai Central
2026-02-01,Amul Butter (500g),93,120.3139390128252,Mumbai Central
2026-02-02,Amul Butter (500g),72,209.36094262340126,Mumbai Central
2026-02-03,Amul Butter (500g),65,368.8930483235844,Mumbai Central
2026-02-04,Amul Butter (500g),72,147.9317568800748,Mumbai Central
2026-02-05,Amul Butter (500g),63,277.20050801969893,Mumbai Central
2026-02-06,Amul Butter (500g),75,357.824553210831,Mumbai Central
2026-02-07,Amul Butter (500g),94,107.92417050041976,Mumbai Central
2026-02-08,Amul Butter (500g),83,211.52863548906686,Mumbai Central
2026-02-09,Amul Butter (500g),69,110.30181806460367,Mumbai Central
2026-02-10,Amul Butter (500g),76,146.63012943800612,Mumbai Central
2026-02-11,Amul Butter (500g),63,60.94092530777368,Mumbai Central
2026-02-12,Amul Butter (500g),74,189.7177317029058,Mumbai Central
2026-02-13,Amul Butter (500g),61,433.528254432383,Mumbai Central
2026-02-14,Amul Butter (500g),94,455.76603997388963,Mumbai Central
2026-02-15,Amul Butter (500g),103,237.74890550588245,Mumbai Central
2026-02-16,Amul Butter (500g),79,453.1088213490022,Mumbai Central
2026-02-17,Amul Butter (500g),79,241.50476325777382,Mumbai Central
2026-02-18,Amul Butter (500g),72,434.14529066366794,Mumbai Central
2026-02-19,Amul Butter (500g),72,128.23402858849045,Mumbai Central
2026-02-20,Amul Butter (500g),74,145.35071192385587,Mumbai Central
2026-02-21,Amul Butter (500g),90,320.0711591008141,Mumbai Central
2026-02-22,Amul Butter (500g),89,87.04568437573941,Mumbai Central
2026-02-23,Amul Butter (500g),62,89.92745819637712,Mumbai Central
2026-02-24,Amul Butter (500g),65,68.70753867514199,Mumbai Central
2026-02-25,Amul Butter (500g),70,405.10781051504136,Mumbai Central
2026-02-26,Amul Butter (500g),75,162.4266272008222,Mumbai Central
2026-02-27,Amul Butter (500g),65,280.33975726393686,Mumbai Central
2026-02-28,Amul Butter (500g),92,89.95212317228587,Mumbai Central
2026-03-01,Amul Butter (500g),77,69.3751924438422,Mumbai Central
2026-03-02,Amul Butter (500g),78,94.82837250496229,Mumbai Central
2026-03-03,Amul Butter (500g),75,234.9628985562161,Mumbai Central
2026-03-04,Amul Butter (500g),61,326.48782517106207,Mumbai Central
2026-03-05,Amul Butter (500g),65,108.60861953393791,Mumbai Central
2026-03-06,Amul Butter (500g),69,230.8095415512575,Mumbai Central
2026-03-07,Amul Butter (500g),92,153.2137351242141,Mumbai Central
2026-03-08,Amul Butter (500g),93,288.12779507085486,Mumbai Central
2026-03-09,Amul Butter (500g),56,282.7265978071389,Mumbai Central
2026-03-10,Amul Butter (500g),66,201.24923241719634,Mumbai Central
2026-03-11,Amul Butter (500g),83,417.6171205969769,Mumbai Central
2026-03-12,Amul Butter (500g),167,367.3614523308214,Mumbai Central
2026-03-13,Amul Butter (500g),176,202.13637739003633,Mumbai Central
2026-03-14,Amul Butter (500g),232,370.96828537371107,Mumbai Central
2026-03-15,Amul Butter (500g),230,128.28108413644867,Mumbai Central
2026-03-16,Amul Butter (500g),185,152.1868327748662,Mumbai Central
2026-03-17,Amul Butter (500g),182,109.10031079324517,Mumbai Central
2026-03-18,Amul Butter (500g),177,198.57293082354636,Mumbai Central
2026-03-19,Amul Butter (500g),67,393.77526919562,Mumbai Central
2026-03-20,Amul Butter (500g),60,170.6241430966525,Mumbai Central
2026-03-21,Amul Butter (500g),97,254.41028940304858,Mumbai Central
2026-03-22,Amul Butter (500g),94,320.9537847107949,Mumbai Central
2026-03-23,Amul Butter (500g),82,234.19091004396432,Mumbai Central
2026-03-24,Amul Butter (500g),75,491.7976099291685,Mumbai Central
2024-03-25,Tata Salt (1kg),96,397.29149637178494,Mumbai Central
2024-03-26,Tata Salt (1kg),98,218.3490802945878,Mumbai Central
2024-03-27,Tata Salt (1kg),99,94.45582964893602,Mumbai Central
2024-03-28,Tata Salt (1kg),103,444.2008580286079,Mumbai Central
2024-03-29,Tata Salt (1kg),96,159.3349111253932,Mumbai Central
2024-03-30,Tata Salt (1kg),132,381.48177606398565,Mumbai Central
2024-03-31,Tata Salt (1kg),130,170.9935955526679,Mumbai Central
2024-04-01,Tata Salt (1kg),97,140.41430656234445,Mumbai Central
2024-04-02,Tata Salt (1kg),99,393.7762991527535,Mumbai Central
2024-04-03,Tata Salt (1kg),98,74.27421675509547,Mumbai Central
2024-04-04,Tata Salt (1kg),100,423.79499757533637,Mumbai Central
2024-04-05,Tata Salt (1kg),99,382.0105538595412,Mumbai Central
2024-04-06,Tata Salt (1kg),135,360.5554311245472,Mumbai Central
2024-04-07,Tata Salt (1kg),133,416.4794812540957,Mumbai Central
2024-04-08,Tata Salt (1kg),102,152.53480691349012,Mumbai Central
2024-04-09,Tata Salt (1kg),98,239.3468449698559,Mumbai Central
2024-04-10,Tata Salt (1kg),100,83.45644090047203,Mumbai Central
2024-04-11,Tata Salt (1kg),98,484.54869231481314,Mumbai Central
2024-04-12,Tata Salt (1kg),91,105.77103446679328,Mumbai Central
2024-04-13,Tata Salt (1kg),128,301.06643627907386,Mumbai Central
2024-04-14,Tata Salt (1kg),133,399.7975963385564,Mumbai Central
2024-04-15,Tata Salt (1kg),108,124.64869684159045,Mumbai Central
2024-04-16,Tata Salt (1kg),101,267.2870537419222,Mumbai Central
2024-04-17,Tata Salt (1kg),101,340.83567576904437,Mumbai Central
2024-04-18,Tata Salt (1kg),101,124.78437314098963,Mumbai Central
2024-04-19,Tata Salt (1kg),96,445.28086829043355,Mumbai Central
2024-04-20,Tata Salt (1kg),129,426.0979677029121,Mumbai Central
2024-04-21,Tata Salt (1kg),133,297.57191935207175,Mumbai Central
2024-04-22,Tata Salt (1kg),105,140.7223614624648,Mumbai Central
2024-04-23,Tata Salt (1kg),99,473.87937629600714,Mumbai Central
2024-04-24,Tata Salt (1kg),99,297.49095780498646,Mumbai Central
2024-04-25,Tata Salt (1kg),102,493.37593145437125,Mumbai Central
2024-04-26,Tata Salt (1kg),101,174.13295088216034,Mumbai Central
2024-04-27,Tata Salt (1kg),135,319.50029387876646,Mumbai Central
2024-04-28,Tata Salt (1kg),126,322.80248106879674,Mumbai Central
2024-04-29,Tata Salt (1kg),103,366.6842643434483,Mumbai Central
2024-04-30,Tata Salt (1kg),103,50.42078048967979,Mumbai Central
2024-05-01,Tata Salt (1kg),95,143.63934872324302,Mumbai Central
2024-05-02,Tata Salt (1kg),97,121.04670023936215,Mumbai Central
2024-05-03,Tata Salt (1kg),100,234.2934186088694,Mumbai Central
2024-05-04,Tata Salt (1kg),131,165.73575392107398,Mumbai Central
2024-05-05,Tata Salt (1kg),129,470.2682959180015,Mumbai Central
2024-05-06,Tata Salt (1kg),101,397.5782178013011,Mumbai Central
2024-05-07,Tata Salt (1kg),108,476.5214064570719,Mumbai Central
2024-05-08,Tata Salt (1kg),105,380.2760927034321,Mumbai Central
2024-05-09,Tata Salt (1kg),98,126.0956754001829,Mumbai Central
2024-05-10,Tata Salt (1kg),98,495.7654007958109,Mumbai Central
2024-05-11,Tata Salt (1kg),129,62.38464019554682,Mumbai Central
2024-05-12,Tata Salt (1kg),130,377.48270467826256,Mumbai Central
2024-05-13,Tata Salt (1kg),103,258.1089492587929,Mumbai Central
2024-05-14,Tata Salt (1kg),101,424.14283470786927,Mumbai Central
2024-05-15,Tata Salt (1kg),103,401.18858200171724,Mumbai Central
2024-05-16,Tata Salt (1kg),101,168.14339272393002,Mumbai Central
2024-05-17,Tata Salt (1kg),101,378.38980697597106,Mumbai Central
2024-05-18,Tata Salt (1kg),133,97.47223240413538,Mumbai Central
2024-05-19,Tata Salt (1kg),132,168.94376507282144,Mumbai Central
2024-05-20,Tata Salt (1kg),104,419.15183620687804,Mumbai Central
2024-05-21,Tata Salt (1kg),99,135.21997272960408,Mumbai Central
2024-05-22,Tata Salt (1kg),98,94.6552161879612,Mumbai Central
2024-05-23,Tata Salt (1kg),103,259.92921450298036,Mumbai Central
2024-05-24,Tata Salt (1kg),99,150.47392814584418,Mumbai Central
2024-05-25,Tata Salt (1kg),128,124.4999340815558,Mumbai Central
2024-05-26,Tata Salt (1kg),131,447.5464623606371,Mumbai Central
2024-05-27,Tata Salt (1kg),101,418.3023866563732,Mumbai Central
2024-05-28,Tata Salt (1kg),100,423.2905837995404,Mumbai Central
2024-05-29,Tata Salt (1kg),103,204.54807233738478,Mumbai Central
2024-05-30,Tata Salt (1kg),100,181.091926653549,Mumbai Central
2024-05-31,Tata Salt (1kg),107,198.1575096151079,Mumbai Central
2024-06-01,Tata Salt (1kg),130,175.86394876775552,Mumbai Central
2024-06-02,Tata Salt (1kg),133,176.05077263817333,Mumbai Central
2024-06-03,Tata Salt (1kg),104,381.1826803683502,Mumbai Central
2024-06-04,Tata Salt (1kg),106,381.46655532006673,Mumbai Central
2024-06-05,Tata Salt (1kg),108,329.2538232665044,Mumbai Central
2024-06-06,Tata Salt (1kg),98,192.1997734424601,Mumbai Central
2024-06-07,Tata Salt (1kg),100,325.8966879963789,Mumbai Central
2024-06-08,Tata Salt (1kg),135,247.31782048484905,Mumbai Central
2024-06-09,Tata Salt (1kg),131,232.17310117682888,Mumbai Central
2024-06-10,Tata Salt (1kg),99,278.4820707763196,Mumbai Central
2024-06-11,Tata Salt (1kg),98,404.10084533484763,Mumbai Central
2024-06-12,Tata Salt (1kg),102,82.57720023982796,Mumbai Central
2024-06-13,Tata Salt (1kg),102,285.90954537645996,Mumbai Central
2024-06-14,Tata Salt (1kg),102,447.43801244274397,Mumbai Central
2024-06-15,Tata Salt (1kg),131,121.91399888939125,Mumbai Central
2024-06-16,Tata Salt (1kg),131,329.7054723625344,Mumbai Central
2024-06-17,Tata Salt (1kg),95,190.6297748162286,Mumbai Central
2024-06-18,Tata Salt (1kg),100,422.3223242158136,Mumbai Central
2024-06-19,Tata Salt (1kg),105,389.7377194360716,Mumbai Central
2024-06-20,Tata Salt (1kg),100,135.60882008488383,Mumbai Central
2024-06-21,Tata Salt (1kg),99,414.2243395923576,Mumbai Central
2024-06-22,Tata Salt (1kg),131,149.30217149369298,Mumbai Central
2024-06-23,Tata Salt (1kg),136,455.29815816554884,Mumbai Central
2024-06-24,Tata Salt (1kg),100,309.00008013583806,Mumbai Central
2024-06-25,Tata Salt (1kg),103,87.14587580792178,Mumbai Central
2024-06-26,Tata Salt (1kg),103,228.43492220985402,Mumbai Central
2024-06-27,Tata Salt (1kg),105,280.1366143498345,Mumbai Central
2024-06-28,Tata Salt (1kg),102,316.3773944395857,Mumbai Central
2024-06-29,Tata Salt (1kg),132,438.54503120862904,Mumbai Central
2024-06-30,Tata Salt (1kg),132,145.31034856180386,Mumbai Central
2024-07-01,Tata Salt (1kg),99,349.9255190512464,Mumbai Central
2024-07-02,Tata Salt (1kg),95,106.3179018773503,Mumbai Central
2024-07-03,Tata Salt (1kg),98,126.84535395262839,Mumbai Central
2024-07-04,Tata Salt (1kg),102,491.9036290937659,Mumbai Central
2024-07-05,Tata Salt (1kg),99,282.21157324019845,Mumbai Central
2024-07-06,Tata Salt (1kg),139,117.58205871893256,Mumbai Central
2024-07-07,Tata Salt (1kg),136,313.72334492337177,Mumbai Central
2024-07-08,Tata Salt (1kg),102,77.43845131991668,Mumbai Central
2024-07-09,Tata Salt (1kg),96,314.11182962132733,Mumbai Central
2024-07-10,Tata Salt (1kg),97,426.9648289881838,Mumbai Central
2024-07-11,Tata Salt (1kg),103,324.16817544049053,Mumbai Central
2024-07-12,Tata Salt (1kg),102,454.30287283326686,Mumbai Central
2024-07-13,Tata Salt (1kg),133,135.00368715035023,Mumbai Central
2024-07-14,Tata Salt (1kg),128,459.2992189043318,Mumbai Central
2024-07-15,Tata Salt (1kg),101,375.5274908614837,Mumbai Central
2024-07-16,Tata Salt (1kg),105,107.76051729740246,Mumbai Central
2024-07-17,Tata Salt (1kg),98,356.66533340971694,Mumbai Central
2024-07-18,Tata Salt (1kg),97,110.62967993009269,Mumbai Central
2024-07-19,Tata Salt (1kg),99,428.28240398958684,Mumbai Central
2024-07-20,Tata Salt (1kg),136,220.56827037454173,Mumbai Central
2024-07-21,Tata Salt (1kg),131,459.45325116982826,Mumbai Central
2024-07-22,Tata Salt (1kg),104,221.84879961165524,Mumbai Central
2024-07-23,Tata Salt (1kg),104,203.68359037759328,Mumbai Central
2024-07-24,Tata Salt (1kg),99,411.023465637354,Mumbai Central
2024-07-25,Tata Salt (1kg),100,440.14587506622826,Mumbai Central
2024-07-26,Tata Salt (1kg),98,123.7167866061846,Mumbai Central
2024-07-27,Tata Salt (1kg),132,466.856069963813,Mumbai Central
2024-07-28,Tata Salt (1kg),131,412.40977719761844,Mumbai Central
2024-07-29,Tata Salt (1kg),101,435.311077388099,Mumbai Central
2024-07-30,Tata Salt (1kg),99,275.7117932478768,Mumbai Central
2024-07-31,Tata Salt (1kg),101,127.97764146370011,Mumbai Central
2024-08-01,Tata Salt (1kg),99,66.4577967239599,Mumbai Central
2024-08-02,Tata Salt (1kg),98,367.96191061884053,Mumbai Central
2024-08-03,Tata Salt (1kg),126,218.87319894645685,Mumbai Central
2024-08-04,Tata Salt (1kg),132,78.20368259276617,Mumbai Central
2024-08-05,Tata Salt (1kg),104,485.5481202668109,Mumbai Central
2024-08-06,Tata Salt (1kg),104,459.4800227906458,Mumbai Central
2024-08-07,Tata Salt (1kg),102,291.40000238718517,Mumbai Central
2024-08-08,Tata Salt (1kg),107,407.32661848468604,Mumbai Central
2024-08-09,Tata Salt (1kg),100,343.50881605165654,Mumbai Central
2024-08-10,Tata Salt (1kg),138,249.79636666890718,Mumbai Central
2024-08-11,Tata Salt (1kg),131,106.94958217774365,Mumbai Central
2024-08-12,Tata Salt (1kg),257,425.1793321888339,Mumbai Central
2024-08-13,Tata Salt (1kg),256,151.97087878259822,Mumbai Central
2024-08-14,Tata Salt (1kg),261,82.32026982560556,Mumbai Central
2024-08-15,Tata Salt (1kg),261,50.88688804390692,Mumbai Central
2024-08-16,Tata Salt (1kg),261,443.74134825244005,Mumbai Central
2024-08-17,Tata Salt (1kg),331,337.93396179688216,Mumbai Central
2024-08-18,Tata Salt (1kg),329,77.45412811986827,Mumbai Central
2024-08-19,Tata Salt (1kg),101,453.0314811630173,Mumbai Central
2024-08-20,Tata Salt (1kg),101,492.19870529367773,Mumbai Central
2024-08-21,Tata Salt (1kg),109,89.24679658867834,Mumbai Central
2024-08-22,Tata Salt (1kg),104,363.62110947836777,Mumbai Central
2024-08-23,Tata Salt (1kg),104,156.14875998613996,Mumbai Central
2024-08-24,Tata Salt (1kg),134,68.12293545767719,Mumbai Central
2024-08-25,Tata Salt (1kg),135,198.54765346278563,Mumbai Central
2024-08-26,Tata Salt (1kg),102,221.55739522205513,Mumbai Central
2024-08-27,Tata Salt (1kg),101,373.05579734435827,Mumbai Central
2024-08-28,Tata Salt (1kg),104,229.00573058506677,Mumbai Central
2024-08-29,Tata Salt (1kg),103,128.2617264430966,Mumbai Central
2024-08-30,Tata Salt (1kg),102,210.56519998220332,Mumbai Central
2024-08-31,Tata Salt (1kg),142,472.105670936827,Mumbai Central
2024-09-01,Tata Salt (1kg),132,308.8238325942706,Mumbai Central
2024-09-02,Tata Salt (1kg),105,245.67279550038117,Mumbai Central
2024-09-03,Tata Salt (1kg),95,168.55298811268545,Mumbai Central
2024-09-04,Tata Salt (1kg),99,82.44148592607019,Mumbai Central
2024-09-05,Tata Salt (1kg),105,157.67493436183926,Mumbai Central
2024-09-06,Tata Salt (1kg),102,482.18846702810777,Mumbai Central
2024-09-07,Tata Salt (1kg),136,363.17890469820367,Mumbai Central
2024-09-08,Tata Salt (1kg),130,342.6226708786362,Mumbai Central
2024-09-09,Tata Salt (1kg),104,155.0220361438798,Mumbai Central
2024-09-10,Tata Salt (1kg),105,261.6919246242468,Mumbai Central
2024-09-11,Tata Salt (1kg),106,342.6406111422872,Mumbai Central
2024-09-12,Tata Salt (1kg),99,168.28486033836919,Mumbai Central
2024-09-13,Tata Salt (1kg),102,479.8382909566315,Mumbai Central
2024-09-14,Tata Salt (1kg),134,192.43416275694435,Mumbai Central
2024-09-15,Tata Salt (1kg),136,396.145942758193,Mumbai Central
2024-09-16,Tata Salt (1kg),101,89.53098559228286,Mumbai Central
2024-09-17,Tata Salt (1kg),102,368.72154357535544,Mumbai Central
2024-09-18,Tata Salt (1kg),104,337.41232859497507,Mumbai Central
2024-09-19,Tata Salt (1kg),107,431.94132316996587,Mumbai Central
2024-09-20,Tata Salt (1kg),105,306.9423527200466,Mumbai Central
2024-09-21,Tata Salt (1kg),133,402.9954523255563,Mumbai Central
2024-09-22,Tata Salt (1kg),132,283.97751796545197,Mumbai Central
2024-09-23,Tata Salt (1kg),100,423.38593586934013,Mumbai Central
2024-09-24,Tata Salt (1kg),105,97.57160077025483,Mumbai Central
2024-09-25,Tata Salt (1kg),103,404.988184495271,Mumbai Central
2024-09-26,Tata Salt (1kg),103,183.22397674941158,Mumbai Central
2024-09-27,Tata Salt (1kg),98,463.4992843303613,Mumbai Central
2024-09-28,Tata Salt (1kg),134,154.703792052047,Mumbai Central
2024-09-29,Tata Salt (1kg),132,442.20175414308443,Mumbai Central
2024-09-30,Tata Salt (1kg),99,463.70591333529734,Mumbai Central
2024-10-01,Tata Salt (1kg),106,467.7474563130167,Mumbai Central
2024-10-02,Tata Salt (1kg),100,462.3609159681726,Mumbai Central
2024-10-03,Tata Salt (1kg),102,442.6568824456077,Mumbai Central
2024-10-04,Tata Salt (1kg),112,409.1318117450959,Mumbai Central
2024-10-05,Tata Salt (1kg),130,415.23965886425634,Mumbai Central
2024-10-06,Tata Salt (1kg),135,64.22626130731666,Mumbai Central
2024-10-07,Tata Salt (1kg),107,219.4015470092627,Mumbai Central
2024-10-08,Tata Salt (1kg),103,190.8085858758769,Mumbai Central
2024-10-09,Tata Salt (1kg),105,257.61760015356924,Mumbai Central
2024-10-10,Tata Salt (1kg),101,242.75297852785877,Mumbai Central
2024-10-11,Tata Salt (1kg),103,480.93603582993654,Mumbai Central
2024-10-12,Tata Salt (1kg),140,296.3470672834194,Mumbai Central
2024-10-13,Tata Salt (1kg),132,352.1049933372647,Mumbai Central
2024-10-14,Tata Salt (1kg),103,420.2579808645942,Mumbai Central
2024-10-15,Tata Salt (1kg),101,147.64558159214175,Mumbai Central
2024-10-16,Tata Salt (1kg),100,239.77081930090245,Mumbai Central
2024-10-17,Tata Salt (1kg),259,340.28828108889604,Mumbai Central
2024-10-18,Tata Salt (1kg),251,411.5734628555932,Mumbai Central
2024-10-19,Tata Salt (1kg),339,254.68583017003698,Mumbai Central
2024-10-20,Tata Salt (1kg),338,441.31451754098106,Mumbai Central
2024-10-21,Tata Salt (1kg),261,322.1519727064542,Mumbai Central
2024-10-22,Tata Salt (1kg),262,382.0560038355489,Mumbai Central
2024-10-23,Tata Salt (1kg),262,264.6042398921335,Mumbai Central
2024-10-24,Tata Salt (1kg),102,257.28141087499023,Mumbai Central
2024-10-25,Tata Salt (1kg),103,78.20963752198035,Mumbai Central
2024-10-26,Tata Salt (1kg),132,55.62082955831629,Mumbai Central
2024-10-27,Tata Salt (1kg),134,329.9019592795181,Mumbai Central
2024-10-28,Tata Salt (1kg),100,357.48535768932885,Mumbai Central
2024-10-29,Tata Salt (1kg),102,160.94798644813608,Mumbai Central
2024-10-30,Tata Salt (1kg),101,460.2716815940093,Mumbai Central
2024-10-31,Tata Salt (1kg),106,467.83302260607064,Mumbai Central
2024-11-01,Tata Salt (1kg),107,324.35866538458464,Mumbai Central
2024-11-02,Tata Salt (1kg),142,422.80717871850544,Mumbai Central
2024-11-03,Tata Salt (1kg),136,121.62308229982814,Mumbai Central
2024-11-04,Tata Salt (1kg),111,207.45708509255047,Mumbai Central
2024-11-05,Tata Salt (1kg),108,236.2046807350492,Mumbai Central
2024-11-06,Tata Salt (1kg),102,313.08227029851923,Mumbai Central
2024-11-07,Tata Salt (1kg),107,216.87925622239453,Mumbai Central
2024-11-08,Tata Salt (1kg),105,219.16211605248856,Mumbai Central
2024-11-09,Tata Salt (1kg),135,460.33918008709077,Mumbai Central
2024-11-10,Tata Salt (1kg),137,462.09193714880246,Mumbai Central
2024-11-11,Tata Salt (1kg),107,52.007478399472895,Mumbai Central
2024-11-12,Tata Salt (1kg),104,357.8266349717058,Mumbai Central
2024-11-13,Tata Salt (1kg),109,106.7410582401197,Mumbai Central
2024-11-14,Tata Salt (1kg),109,295.3547340359361,Mumbai Central
2024-11-15,Tata Salt (1kg),103,159.12755667081888,Mumbai Central
2024-11-16,Tata Salt (1kg),134,97.93112159067319,Mumbai Central
2024-11-17,Tata Salt (1kg),139,436.65135908339624,Mumbai Central
2024-11-18,Tata Salt (1kg),103,364.2985077933001,Mumbai Central
2024-11-19,Tata Salt (1kg),105,86.87824039939917,Mumbai Central
2024-11-20,Tata Salt (1kg),105,152.8849874805577,Mumbai Central
2024-11-21,Tata Salt (1kg),104,476.4868190017801,Mumbai Central
2024-11-22,Tata Salt (1kg),106,345.36620481963433,Mumbai Central
2024-11-23,Tata Salt (1kg),136,459.14069345189176,Mumbai Central
2024-11-24,Tata Salt (1kg),135,407.6183784332407,Mumbai Central
2024-11-25,Tata Salt (1kg),102,189.45689220687882,Mumbai Central
2024-11-26,Tata Salt (1kg),106,245.85645457363896,Mumbai Central
2024-11-27,Tata Salt (1kg),103,478.7917703125992,Mumbai Central
2024-11-28,Tata Salt (1kg),109,448.0416207519706,Mumbai Central
2024-11-29,Tata Salt (1kg),102,429.14690436525706,Mumbai Central
2024-11-30,Tata Salt (1kg),134,170.32295061724244,Mumbai Central
2024-12-01,Tata Salt (1kg),137,219.7458199080111,Mumbai Central
2024-12-02,Tata Salt (1kg),107,365.73524426497727,Mumbai Central
2024-12-03,Tata Salt (1kg),104,494.24448092632565,Mumbai Central
2024-12-04,Tata Salt (1kg),97,245.14769832864474,Mumbai Central
2024-12-05,Tata Salt (1kg),109,201.85941498310325,Mumbai Central
2024-12-06,Tata Salt (1kg),107,210.89867462239746,Mumbai Central
2024-12-07,Tata Salt (1kg),136,412.68651526250824,Mumbai Central
2024-12-08,Tata Salt (1kg),131,492.09564034087305,Mumbai Central
2024-12-09,Tata Salt (1kg),102,295.0940402646199,Mumbai Central
2024-12-10,Tata Salt (1kg),105,68.39622829113202,Mumbai Central
2024-12-11,Tata Salt (1kg),103,103.56632141729618,Mumbai Central
2024-12-12,Tata Salt (1kg),102,107.57926930346429,Mumbai Central
2024-12-13,Tata Salt (1kg),105,419.8876484492998,Mumbai Central
2024-12-14,Tata Salt (1kg),139,442.8417158010863,Mumbai Central
2024-12-15,Tata Salt (1kg),135,99.16166920204824,Mumbai Central
2024-12-16,Tata Salt (1kg),108,73.69233110422837,Mumbai Central
2024-12-17,Tata Salt (1kg),106,388.0300451185616,Mumbai Central
2024-12-18,Tata Salt (1kg),111,104.03774501973575,Mumbai Central
2024-12-19,Tata Salt (1kg),104,87.03859223211194,Mumbai Central
2024-12-20,Tata Salt (1kg),103,419.4809637622683,Mumbai Central
2024-12-21,Tata Salt (1kg),139,352.9140822264985,Mumbai Central
2024-12-22,Tata Salt (1kg),138,374.0464977759104,Mumbai Central
2024-12-23,Tata Salt (1kg),103,245.43350704679864,Mumbai Central
2024-12-24,Tata Salt (1kg),108,463.5890841519672,Mumbai Central
