date,store_location,category,product_name,sales,price,inventory_status,customer_rating
2026-01-17,Delhi - Rohini,Beverages,Thums Up (750ml),152,357.42,High Demand,4.0
2026-01-18,Delhi - Rohini,Beverages,Thums Up (750ml),153,272.0,Restocked,4.6
2026-01-19,Delhi - Rohini,Beverages,Thums Up (750ml),95,368.89,High Demand,3.5
2026-01-20,Delhi - Rohini,Beverages,Thums Up (750ml),91,300.82,Restocked,4.5
2026-01-21,Delhi - Rohini,Beverages,Thums Up (750ml),90,273.2,High Demand,4.0
2026-01-22,Delhi - Rohini,Beverages,Thums Up (750ml),101,52.54,High Demand,4.3
2026-01-23,Delhi - Rohini,Beverages,Thums Up (750ml),218,131.44,Restocked,4.3
2026-01-24,Delhi - Rohini,Beverages,Thums Up (750ml),330,219.55,In Stock,4.2
2026-01-25,Delhi - Rohini,Beverages,Thums Up (750ml),329,182.27,High Demand,4.9
2026-01-26,Delhi - Rohini,Beverages,Thums Up (750ml),232,82.67,High Demand,3.5
2026-01-27,Delhi - Rohini,Beverages,Thums Up (750ml),232,471.79,High Demand,4.7
2026-01-28,Delhi - Rohini,Beverages,Thums Up (750ml),217,101.06,Restocked,4.3
2026-01-29,Delhi - Rohini,Beverages,Thums Up (750ml),240,31.25,In Stock,4.3
2026-01-30,Delhi - Rohini,Beverages,Thums Up (750ml),89,104.15,High Demand,4.5
2026-01-31,Delhi - Rohini,Beverages,Thums Up (750ml),154,245.41,High Demand,4.0
2026-02-01,Delhi - Rohini,Beverages,Thums Up (750ml),175,372.26,In Stock,4.3
2026-02-02,Delhi - Rohini,Beverages,Thums Up (750ml),132,53.82,In Stock,4.6
2026-02-03,Delhi - Rohini,Beverages,Thums Up (750ml),132,142.49,In Stock,3.8
2026-02-04,Delhi - Rohini,Beverages,Thums Up (750ml),127,400.65,High Demand,3.6
2026-02-05,Delhi - Rohini,Beverages,Thums Up (750ml),128,419.14,In Stock,4.2
2026-02-06,Delhi - Rohini,Beverages,Thums Up (750ml),109,455.22,In Stock,4.5
2026-02-07,Delhi - Rohini,Beverages,Thums Up (750ml),147,195.7,Restocked,5.0
2026-02-08,Delhi - Rohini,Beverages,Thums Up (750ml),125,454.23,Restocked,3.5
2026-02-09,Delhi - Rohini,Beverages,Thums Up (750ml),99,389.85,High Demand,4.9
2026-02-10,Delhi - Rohini,Beverages,Thums Up (750ml),102,153.89,High Demand,3.9
2026-02-11,Delhi - Rohini,Beverages,Thums Up (750ml),107,242.41,High Demand,4.5
2026-02-12,Delhi - Rohini,Beverages,Thums Up (750ml),113,168.09,High Demand,4.2
2026-02-13,Delhi - Rohini,Beverages,Thums Up (750ml),103,234.16,Restocked,4.2
2026-02-14,Delhi - Rohini,Beverages,Thums Up (750ml),139,193.24,In Stock,4.2
2026-02-15,Delhi - Rohini,Beverages,Thums Up (750ml),145,186.79,Restocked,4.6
2026-02-16,Delhi - Rohini,Beverages,Thums Up (750ml),101,149.1,In Stock,4.8
2026-02-17,Delhi - Rohini,Beverages,Thums Up (750ml),98,224.32,High Demand,3.5
2026-02-18,Delhi - Rohini,Beverages,Thums Up (750ml),114,337.89,High Demand,4.1
2026-02-19,Delhi - Rohini,Beverages,Thums Up (750ml),113,43.09,Restocked,4.7
2026-02-20,Delhi - Rohini,Beverages,Thums Up (750ml),115,120.66,Restocked,4.5
2026-02-21,Delhi - Rohini,Beverages,Thums Up (750ml),137,105.28,High Demand,3.6
2026-02-22,Delhi - Rohini,Beverages,Thums Up (750ml),171,56.3,Restocked,4.3
2026-02-23,Delhi - Rohini,Beverages,Thums Up (750ml),105,283.26,Restocked,4.9
2026-02-24,Delhi - Rohini,Beverages,Thums Up (750ml),104,177.32,Restocked,3.5
2026-02-25,Delhi - Rohini,Beverages,Thums Up (750ml),103,169.82,In Stock,4.8
2026-02-26,Delhi - Rohini,Beverages,Thums Up (750ml),101,231.96,In Stock,3.7
2026-02-27,Delhi - Rohini,Beverages,Thums Up (750ml),113,339.11,In Stock,4.2
2026-02-28,Delhi - Rohini,Beverages,Thums Up (750ml),169,417.17,High Demand,4.0
2026-03-01,Delhi - Rohini,Beverages,Thums Up (750ml),182,280.05,Restocked,4.6
2026-03-02,Delhi - Rohini,Beverages,Thums Up (750ml),132,419.2,Restocked,4.1
2026-03-03,Delhi - Rohini,Beverages,Thums Up (750ml),122,363.4,In Stock,4.0
2026-03-04,Delhi - Rohini,Beverages,Thums Up (750ml),128,190.4,High Demand,4.5
2026-03-05,Delhi - Rohini,Beverages,Thums Up (750ml),147,311.11,High Demand,3.8
2026-03-06,Delhi - Rohini,Beverages,Thums Up (750ml),106,341.17,In Stock,4.4
2026-03-07,Delhi - Rohini,Beverages,Thums Up (750ml),297,60.06,Restocked,4.5
2026-03-08,Delhi - Rohini,Beverages,Thums Up (750ml),307,319.71,In Stock,4.5
2026-03-09,Delhi - Rohini,Beverages,Thums Up (750ml),208,230.78,In Stock,4.7
2026-03-10,Delhi - Rohini,Beverages,Thums Up (750ml),215,88.27,Restocked,4.9
2026-03-11,Delhi - Rohini,Beverages,Thums Up (750ml),209,151.14,High Demand,4.2
2026-03-12,Delhi - Rohini,Beverages,Thums Up (750ml),211,309.94,Restocked,4.6
2026-03-13,Delhi - Rohini,Beverages,Thums Up (750ml),210,254.5,In Stock,3.8
2026-03-14,Delhi - Rohini,Beverages,Thums Up (750ml),146,497.66,In Stock,4.2
2026-03-15,Delhi - Rohini,Beverages,Thums Up (750ml),136,89.53,In Stock,4.5
2026-03-16,Delhi - Rohini,Beverages,Thums Up (750ml),106,416.22,High Demand,4.1
2026-03-17,Delhi - Rohini,Beverages,Thums Up (750ml),102,135.4,High Demand,3.8
2026-03-18,Delhi - Rohini,Beverages,Thums Up (750ml),101,431.03,In Stock,4.7
2026-03-19,Delhi - Rohini,Beverages,Thums Up (750ml),94,329.61,Restocked,4.7
2026-03-20,Delhi - Rohini,Beverages,Thums Up (750ml),96,199.31,In Stock,4.9
2026-03-21,Delhi - Rohini,Beverages,Thums Up (750ml),143,455.59,Restocked,4.7
2026-03-22,Delhi - Rohini,Beverages,Thums Up (750ml),155,345.19,Restocked,3.8
2026-03-23,Delhi - Rohini,Beverages,Thums Up (750ml),99,417.0,High Demand,3.5
2026-03-24,Delhi - Rohini,Beverages,Thums Up (750ml),99,208.8,High Demand,3.8
2025-03-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,160.35,High Demand,3.6
2025-03-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,420.71,Restocked,3.6
2025-03-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,189.5,Restocked,4.0
2025-03-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,247.99,Restocked,4.7
2025-03-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,61.7,In Stock,4.2
2025-03-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,212.82,Restocked,4.3
2025-03-31,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,410.04,In Stock,3.8
2025-04-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,360.24,High Demand,4.3
2025-04-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,229.11,Restocked,4.6
2025-04-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,255.85,Restocked,4.9
2025-04-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,310.84,Restocked,4.8
2025-04-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),20,128.21,High Demand,4.6
2025-04-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,269.14,In Stock,3.9
2025-04-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,401.26,In Stock,4.7
2025-04-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,256.9,Restocked,4.0
2025-04-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,92.12,High Demand,3.7
2025-04-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,393.64,High Demand,4.5
2025-04-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,442.69,Restocked,3.7
2025-04-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),23,202.79,High Demand,4.7
2025-04-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),25,435.01,High Demand,4.9
2025-04-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),19,300.59,High Demand,4.6
2025-04-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,171.25,High Demand,4.6
2025-04-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),19,44.87,High Demand,3.9
2025-04-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),19,385.3,In Stock,4.7
2025-04-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,464.17,High Demand,4.4
2025-04-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,31.6,Restocked,3.9
2025-04-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,224.48,High Demand,3.7
2025-04-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,133.87,In Stock,4.8
2025-04-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,432.38,High Demand,3.7
2025-04-23,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,274.98,Restocked,3.6
2025-04-24,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,244.7,High Demand,4.3
2025-04-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,64.3,Restocked,3.6
2025-04-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,137.17,Restocked,3.8
2025-04-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,125.49,High Demand,3.7
2025-04-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,141.75,Restocked,3.6
2025-04-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,219.35,Restocked,3.6
2025-04-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),9,227.51,Restocked,4.9
2025-05-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,46.92,High Demand,3.8
2025-05-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,247.41,Restocked,3.8
2025-05-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),21,201.37,High Demand,3.5
2025-05-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),22,492.43,In Stock,3.7
2025-05-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,308.22,In Stock,4.6
2025-05-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,301.43,Restocked,4.4
2025-05-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,210.97,In Stock,3.7
2025-05-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,35.81,In Stock,4.0
2025-05-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,101.42,In Stock,4.3
2025-05-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,195.46,Restocked,4.3
2025-05-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,152.12,High Demand,4.2
2025-05-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),9,255.52,Restocked,4.3
2025-05-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,411.7,Restocked,4.4
2025-05-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,253.87,In Stock,3.8
2025-05-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,150.08,Restocked,3.7
2025-05-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,108.5,Restocked,4.8
2025-05-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,109.42,Restocked,4.2
2025-05-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,71.18,In Stock,4.8
2025-05-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,443.58,In Stock,4.3
2025-05-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,356.66,High Demand,4.7
2025-05-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,294.22,Restocked,4.5
2025-05-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,94.17,High Demand,4.1
2025-05-23,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,304.93,Restocked,3.6
2025-05-24,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,472.17,Restocked,4.1
2025-05-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,450.27,Restocked,4.1
2025-05-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,215.14,Restocked,4.2
2025-05-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,189.39,Restocked,3.5
2025-05-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,331.72,In Stock,4.7
2025-05-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,92.45,Restocked,3.9
2025-05-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,415.04,High Demand,4.3
2025-05-31,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,120.45,In Stock,3.9
2025-06-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),20,453.43,Restocked,3.8
2025-06-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,174.69,In Stock,4.0
2025-06-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,471.06,Restocked,4.9
2025-06-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,45.0,Restocked,3.5
2025-06-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,62.63,Restocked,3.7
2025-06-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,325.24,In Stock,4.7
2025-06-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,60.24,Restocked,3.7
2025-06-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,438.31,High Demand,4.5
2025-06-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,51.94,High Demand,4.9
2025-06-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,206.97,Restocked,4.1
2025-06-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,230.01,High Demand,4.0
2025-06-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,217.69,Restocked,4.7
2025-06-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,61.94,High Demand,4.7
2025-06-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,45.78,Restocked,4.9
2025-06-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,202.64,Restocked,4.3
2025-06-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,113.77,In Stock,4.4
2025-06-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,439.92,High Demand,4.4
2025-06-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,111.5,Restocked,4.5
2025-06-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,188.84,In Stock,5.0
2025-06-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,235.55,Restocked,3.8
2025-06-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,193.97,Restocked,4.3
2025-06-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,146.86,Restocked,4.0
2025-06-23,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,275.97,High Demand,4.7
2025-06-24,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,260.32,High Demand,4.1
2025-06-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,25.83,High Demand,3.7
2025-06-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,331.31,Restocked,4.0
2025-06-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,77.97,High Demand,4.7
2025-06-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,107.37,Restocked,4.5
2025-06-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,288.98,Restocked,4.0
2025-06-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,134.03,In Stock,4.8
2025-07-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,253.82,In Stock,5.0
2025-07-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,150.91,High Demand,3.9
2025-07-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,392.57,High Demand,4.0
2025-07-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,457.37,High Demand,4.9
2025-07-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),21,50.94,High Demand,4.2
2025-07-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,398.13,High Demand,3.9
2025-07-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,296.52,High Demand,4.8
2025-07-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,492.94,Restocked,4.0
2025-07-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,363.54,High Demand,4.2
2025-07-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,499.36,High Demand,4.7
2025-07-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,462.5,Restocked,4.0
2025-07-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,165.03,Restocked,4.9
2025-07-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,48.55,In Stock,4.2
2025-07-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,279.1,In Stock,4.4
2025-07-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,229.63,Restocked,4.0
2025-07-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,398.59,Restocked,4.2
2025-07-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,208.83,High Demand,3.8
2025-07-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,234.17,High Demand,3.6
2025-07-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,92.71,Restocked,5.0
2025-07-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,208.87,High Demand,5.0
2025-07-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,184.88,In Stock,4.9
2025-07-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,214.31,Restocked,4.7
2025-07-23,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,233.6,Restocked,4.2
2025-07-24,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,182.52,High Demand,4.0
2025-07-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,36.03,High Demand,4.0
2025-07-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,28.61,Restocked,4.6
2025-07-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,270.53,High Demand,4.4
2025-07-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,323.94,Restocked,4.0
2025-07-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,315.9,High Demand,3.5
2025-07-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,307.67,Restocked,3.9
2025-07-31,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,258.16,Restocked,4.8
2025-08-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,179.32,In Stock,4.5
2025-08-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),20,209.35,In Stock,4.8
2025-08-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),20,363.25,Restocked,3.7
2025-08-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,132.25,Restocked,3.6
2025-08-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,464.24,High Demand,4.7
2025-08-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,490.91,Restocked,4.2
2025-08-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,193.52,In Stock,4.6
2025-08-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,185.01,High Demand,4.2
2025-08-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,170.27,Restocked,4.6
2025-08-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),19,238.11,Restocked,3.8
2025-08-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,353.6,High Demand,4.8
2025-08-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),31,481.12,In Stock,4.5
2025-08-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),28,330.1,In Stock,4.9
2025-08-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),28,475.93,High Demand,5.0
2025-08-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),30,372.65,High Demand,4.1
2025-08-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),44,421.72,In Stock,4.6
2025-08-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),42,220.56,In Stock,4.6
2025-08-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),31,151.36,High Demand,4.9
2025-08-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,73.27,In Stock,4.6
2025-08-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,196.81,Restocked,4.8
2025-08-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,316.03,In Stock,4.9
2025-08-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,120.74,High Demand,3.9
2025-08-23,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,499.06,In Stock,4.1
2025-08-24,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),19,265.23,In Stock,5.0
2025-08-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,252.2,In Stock,4.7
2025-08-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,437.0,Restocked,4.4
2025-08-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,172.93,High Demand,3.9
2025-08-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,242.04,High Demand,4.1
2025-08-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,130.55,In Stock,4.5
2025-08-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,134.77,In Stock,4.4
2025-08-31,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,77.97,High Demand,4.1
2025-09-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,358.06,High Demand,4.8
2025-09-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,352.49,High Demand,4.3
2025-09-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,279.94,High Demand,4.9
2025-09-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,112.74,Restocked,3.9
2025-09-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,160.12,High Demand,4.5
2025-09-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,173.78,In Stock,4.9
2025-09-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,33.43,Restocked,4.0
2025-09-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,379.27,Restocked,4.0
2025-09-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,47.96,High Demand,4.7
2025-09-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,138.53,Restocked,4.3
2025-09-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,56.48,High Demand,5.0
2025-09-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,424.4,Restocked,3.9
2025-09-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,155.81,High Demand,3.9
2025-09-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,155.79,Restocked,4.5
2025-09-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,382.01,High Demand,3.9
2025-09-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,298.05,Restocked,4.2
2025-09-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,242.89,Restocked,4.9
2025-09-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,283.38,High Demand,4.0
2025-09-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,405.27,In Stock,4.6
2025-09-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,96.35,In Stock,4.1
2025-09-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,291.53,High Demand,4.7
2025-09-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,225.13,In Stock,4.4
2025-09-23,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,91.21,High Demand,4.6
2025-09-24,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,416.56,Restocked,4.3
2025-09-25,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,338.19,Restocked,4.2
2025-09-26,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,443.25,High Demand,4.3
2025-09-27,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,395.48,Restocked,3.6
2025-09-28,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),20,157.03,High Demand,4.6
2025-09-29,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,222.85,In Stock,5.0
2025-09-30,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,34.0,In Stock,3.9
2025-10-01,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),15,372.72,High Demand,3.7
2025-10-02,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),14,59.13,High Demand,4.2
2025-10-03,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,131.18,High Demand,3.9
2025-10-04,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),23,123.9,High Demand,4.2
2025-10-05,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),22,468.27,Restocked,4.0
2025-10-06,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,179.48,In Stock,4.7
2025-10-07,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,206.98,Restocked,4.0
2025-10-08,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,172.64,Restocked,4.1
2025-10-09,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,189.7,Restocked,4.5
2025-10-10,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),13,327.04,In Stock,4.6
2025-10-11,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),17,450.62,Restocked,4.4
2025-10-12,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),18,184.72,High Demand,3.8
2025-10-13,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),10,132.47,Restocked,3.8
2025-10-14,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,201.61,High Demand,4.1
2025-10-15,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,79.88,In Stock,3.9
2025-10-16,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),11,430.55,In Stock,3.5
2025-10-17,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,174.62,High Demand,4.4
2025-10-18,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,58.94,Restocked,4.5
2025-10-19,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),16,286.98,In Stock,4.3
2025-10-20,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,434.79,In Stock,4.1
2025-10-21,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),12,462.01,Restocked,4.5
2025-10-22,Delhi - Rohini,Personal Care,Dove Soap (Set of 3),42,279.98,In Stock,4.2
